iteration,current_cost,best_cost,temperature
9176,14.536000,14.536000,0.093939
9177,14.536000,14.536000,0.093939
9178,14.536000,14.536000,0.093939
9179,14.536000,14.536000,0.093939
9180,14.536000,14.536000,0.093939
9181,14.536000,14.536000,0.093939
9182,14.536000,14.536000,0.093939
9183,14.536000,14.536000,0.093939
9184,14.536000,14.536000,0.093939
9185,14.536000,14.536000,0.093939
9186,14.536000,14.536000,0.093939
9187,14.536000,14.536000,0.093939
9188,14.536000,14.536000,0.093939
9189,14.536000,14.536000,0.093939
9190,14.536000,14.536000,0.093939
9191,14.536000,14.536000,0.093939
9192,14.536000,14.536000,0.093939
9193,14.536000,14.536000,0.093939
9194,14.536000,14.536000,0.093939
9195,14.536000,14.536000,0.093939
9196,14.536000,14.536000,0.093939
9197,14.536000,14.536000,0.093939
9198,14.536000,14.536000,0.093939
9199,14.536000,14.536000,0.093939
9200,14.536000,14.536000,0.093939
9201,14.536000,14.536000,0.089242
9202,14.536000,14.536000,0.089242
9203,14.536000,14.536000,0.089242
9204,14.536000,14.536000,0.089242
9205,14.536000,14.536000,0.089242
9206,14.536000,14.536000,0.089242
9207,14.536000,14.536000,0.089242
9208,14.536000,14.536000,0.089242
9209,14.536000,14.536000,0.089242
9210,14.536000,14.536000,0.089242
9211,14.536000,14.536000,0.089242
9212,14.536000,14.536000,0.089242
9213,14.536000,14.536000,0.089242
9214,14.536000,14.536000,0.089242
9215,14.536000,14.536000,0.089242
9216,14.536000,14.536000,0.089242
9217,14.536000,14.536000,0.089242
9218,14.536000,14.536000,0.089242
9219,14.536000,14.536000,0.089242
9220,14.536000,14.536000,0.089242
9221,14.536000,14.536000,0.089242
9222,14.536000,14.536000,0.089242
9223,14.536000,14.536000,0.089242
9224,14.536000,14.536000,0.089242
9225,14.536000,14.536000,0.089242
9226,14.536000,14.536000,0.089242
9227,14.536000,14.536000,0.089242
9228,14.536000,14.536000,0.089242
9229,14.536000,14.536000,0.089242
9230,14.536000,14.536000,0.089242
9231,14.536000,14.536000,0.089242
9232,14.536000,14.536000,0.089242
9233,14.536000,14.536000,0.089242
9234,14.536000,14.536000,0.089242
9235,14.536000,14.536000,0.089242
9236,14.536000,14.536000,0.089242
9237,14.536000,14.536000,0.089242
9238,14.536000,14.536000,0.089242
9239,14.536000,14.536000,0.089242
9240,14.536000,14.536000,0.089242
9241,14.536000,14.536000,0.089242
9242,14.536000,14.536000,0.089242
9243,14.536000,14.536000,0.089242
9244,14.536000,14.536000,0.089242
9245,14.536000,14.536000,0.089242
9246,14.536000,14.536000,0.089242
9247,14.536000,14.536000,0.089242
9248,14.536000,14.536000,0.089242
9249,14.536000,14.536000,0.089242
9250,14.536000,14.536000,0.089242
9251,14.536000,14.536000,0.089242
9252,14.536000,14.536000,0.089242
9253,14.536000,14.536000,0.089242
9254,14.536000,14.536000,0.089242
9255,14.536000,14.536000,0.089242
9256,14.536000,14.536000,0.089242
9257,14.536000,14.536000,0.089242
9258,14.536000,14.536000,0.089242
9259,14.536000,14.536000,0.089242
9260,14.536000,14.536000,0.089242
9261,14.536000,14.536000,0.089242
9262,14.536000,14.536000,0.089242
9263,14.536000,14.536000,0.089242
9264,14.536000,14.536000,0.089242
9265,14.536000,14.536000,0.089242
9266,14.536000,14.536000,0.089242
9267,14.536000,14.536000,0.089242
9268,14.536000,14.536000,0.089242
9269,14.536000,14.536000,0.089242
9270,14.536000,14.536000,0.089242
9271,14.536000,14.536000,0.089242
9272,14.536000,14.536000,0.089242
9273,14.536000,14.536000,0.089242
9274,14.536000,14.536000,0.089242
9275,14.536000,14.536000,0.089242
9276,14.536000,14.536000,0.089242
9277,14.536000,14.536000,0.089242
9278,14.536000,14.536000,0.089242
9279,14.536000,14.536000,0.089242
9280,14.536000,14.536000,0.089242
9281,14.536000,14.536000,0.089242
9282,14.536000,14.536000,0.089242
9283,14.536000,14.536000,0.089242
9284,14.536000,14.536000,0.089242
9285,14.536000,14.536000,0.089242
9286,14.536000,14.536000,0.089242
9287,14.536000,14.536000,0.089242
9288,14.536000,14.536000,0.089242
9289,14.536000,14.536000,0.089242
9290,14.536000,14.536000,0.089242
9291,14.536000,14.536000,0.089242
9292,14.536000,14.536000,0.089242
9293,14.536000,14.536000,0.089242
9294,14.536000,14.536000,0.089242
9295,14.536000,14.536000,0.089242
9296,14.536000,14.536000,0.089242
9297,14.536000,14.536000,0.089242
9298,14.536000,14.536000,0.089242
9299,14.536000,14.536000,0.089242
9300,14.536000,14.536000,0.089242
9301,14.536000,14.536000,0.084780
9302,14.536000,14.536000,0.084780
9303,14.536000,14.536000,0.084780
9304,14.536000,14.536000,0.084780
9305,14.536000,14.536000,0.084780
9306,14.536000,14.536000,0.084780
9307,14.536000,14.536000,0.084780
9308,14.536000,14.536000,0.084780
9309,14.536000,14.536000,0.084780
9310,14.536000,14.536000,0.084780
9311,14.536000,14.536000,0.084780
9312,14.536000,14.536000,0.084780
9313,14.536000,14.536000,0.084780
9314,14.536000,14.536000,0.084780
9315,14.536000,14.536000,0.084780
9316,14.536000,14.536000,0.084780
9317,14.536000,14.536000,0.084780
9318,14.536000,14.536000,0.084780
9319,14.536000,14.536000,0.084780
9320,14.536000,14.536000,0.084780
9321,14.536000,14.536000,0.084780
9322,14.536000,14.536000,0.084780
9323,14.536000,14.536000,0.084780
9324,14.536000,14.536000,0.084780
9325,14.536000,14.536000,0.084780
9326,14.536000,14.536000,0.084780
9327,14.536000,14.536000,0.084780
9328,14.536000,14.536000,0.084780
9329,14.536000,14.536000,0.084780
9330,14.536000,14.536000,0.084780
9331,14.536000,14.536000,0.084780
9332,14.536000,14.536000,0.084780
9333,14.536000,14.536000,0.084780
9334,14.536000,14.536000,0.084780
9335,14.536000,14.536000,0.084780
9336,14.536000,14.536000,0.084780
9337,14.536000,14.536000,0.084780
9338,14.536000,14.536000,0.084780
9339,14.536000,14.536000,0.084780
9340,14.536000,14.536000,0.084780
9341,14.536000,14.536000,0.084780
9342,14.536000,14.536000,0.084780
9343,14.536000,14.536000,0.084780
9344,14.536000,14.536000,0.084780
9345,14.536000,14.536000,0.084780
9346,14.536000,14.536000,0.084780
9347,14.536000,14.536000,0.084780
9348,14.536000,14.536000,0.084780
9349,14.536000,14.536000,0.084780
9350,14.536000,14.536000,0.084780
9351,14.536000,14.536000,0.084780
9352,14.536000,14.536000,0.084780
9353,14.536000,14.536000,0.084780
9354,14.536000,14.536000,0.084780
9355,14.536000,14.536000,0.084780
9356,14.536000,14.536000,0.084780
9357,14.536000,14.536000,0.084780
9358,14.536000,14.536000,0.084780
9359,14.536000,14.536000,0.084780
9360,14.536000,14.536000,0.084780
9361,14.536000,14.536000,0.084780
9362,14.536000,14.536000,0.084780
9363,14.536000,14.536000,0.084780
9364,14.536000,14.536000,0.084780
9365,14.536000,14.536000,0.084780
9366,14.536000,14.536000,0.084780
9367,14.536000,14.536000,0.084780
9368,14.536000,14.536000,0.084780
9369,14.536000,14.536000,0.084780
9370,14.536000,14.536000,0.084780
9371,14.536000,14.536000,0.084780
9372,14.536000,14.536000,0.084780
9373,14.536000,14.536000,0.084780
9374,14.536000,14.536000,0.084780
9375,14.536000,14.536000,0.084780
9376,14.536000,14.536000,0.084780
9377,14.536000,14.536000,0.084780
9378,14.536000,14.536000,0.084780
9379,14.536000,14.536000,0.084780
9380,14.536000,14.536000,0.084780
9381,14.536000,14.536000,0.084780
9382,14.536000,14.536000,0.084780
9383,14.536000,14.536000,0.084780
9384,14.536000,14.536000,0.084780
9385,14.536000,14.536000,0.084780
9386,14.536000,14.536000,0.084780
9387,14.536000,14.536000,0.084780
9388,14.536000,14.536000,0.084780
9389,14.536000,14.536000,0.084780
9390,14.536000,14.536000,0.084780
9391,14.536000,14.536000,0.084780
9392,14.536000,14.536000,0.084780
9393,14.536000,14.536000,0.084780
9394,14.536000,14.536000,0.084780
9395,14.536000,14.536000,0.084780
9396,14.536000,14.536000,0.084780
9397,14.536000,14.536000,0.084780
9398,14.536000,14.536000,0.084780
9399,14.536000,14.536000,0.084780
9400,14.536000,14.536000,0.084780
9401,14.536000,14.536000,0.080541
9402,14.536000,14.536000,0.080541
9403,14.536000,14.536000,0.080541
9404,14.536000,14.536000,0.080541
9405,14.536000,14.536000,0.080541
9406,14.536000,14.536000,0.080541
9407,14.536000,14.536000,0.080541
9408,14.536000,14.536000,0.080541
9409,14.536000,14.536000,0.080541
9410,14.536000,14.536000,0.080541
9411,14.536000,14.536000,0.080541
9412,14.536000,14.536000,0.080541
9413,14.536000,14.536000,0.080541
9414,14.536000,14.536000,0.080541
9415,14.536000,14.536000,0.080541
9416,14.536000,14.536000,0.080541
9417,14.536000,14.536000,0.080541
9418,14.536000,14.536000,0.080541
9419,14.536000,14.536000,0.080541
9420,14.536000,14.536000,0.080541
9421,14.536000,14.536000,0.080541
9422,14.536000,14.536000,0.080541
9423,14.536000,14.536000,0.080541
9424,14.536000,14.536000,0.080541
9425,14.536000,14.536000,0.080541
9426,14.536000,14.536000,0.080541
9427,14.536000,14.536000,0.080541
9428,14.536000,14.536000,0.080541
9429,14.536000,14.536000,0.080541
9430,14.536000,14.536000,0.080541
9431,14.536000,14.536000,0.080541
9432,14.536000,14.536000,0.080541
9433,14.536000,14.536000,0.080541
9434,14.536000,14.536000,0.080541
9435,14.536000,14.536000,0.080541
9436,14.536000,14.536000,0.080541
9437,14.536000,14.536000,0.080541
9438,14.536000,14.536000,0.080541
9439,14.536000,14.536000,0.080541
9440,14.536000,14.536000,0.080541
9441,14.536000,14.536000,0.080541
9442,14.536000,14.536000,0.080541
9443,14.536000,14.536000,0.080541
9444,14.536000,14.536000,0.080541
9445,14.536000,14.536000,0.080541
9446,14.536000,14.536000,0.080541
9447,14.536000,14.536000,0.080541
9448,14.536000,14.536000,0.080541
9449,14.536000,14.536000,0.080541
9450,14.536000,14.536000,0.080541
9451,14.536000,14.536000,0.080541
9452,14.536000,14.536000,0.080541
9453,14.536000,14.536000,0.080541
9454,14.536000,14.536000,0.080541
9455,14.536000,14.536000,0.080541
9456,14.536000,14.536000,0.080541
9457,14.536000,14.536000,0.080541
9458,14.536000,14.536000,0.080541
9459,14.536000,14.536000,0.080541
9460,14.536000,14.536000,0.080541
9461,14.536000,14.536000,0.080541
9462,14.536000,14.536000,0.080541
9463,14.536000,14.536000,0.080541
9464,14.536000,14.536000,0.080541
9465,14.536000,14.536000,0.080541
9466,14.536000,14.536000,0.080541
9467,14.536000,14.536000,0.080541
9468,14.536000,14.536000,0.080541
9469,14.536000,14.536000,0.080541
9470,14.536000,14.536000,0.080541
9471,14.536000,14.536000,0.080541
9472,14.536000,14.536000,0.080541
9473,14.536000,14.536000,0.080541
9474,14.536000,14.536000,0.080541
9475,14.536000,14.536000,0.080541
9476,14.536000,14.536000,0.080541
9477,14.536000,14.536000,0.080541
9478,14.536000,14.536000,0.080541
9479,14.536000,14.536000,0.080541
9480,14.536000,14.536000,0.080541
9481,14.536000,14.536000,0.080541
9482,14.536000,14.536000,0.080541
9483,14.536000,14.536000,0.080541
9484,14.536000,14.536000,0.080541
9485,14.536000,14.536000,0.080541
9486,14.536000,14.536000,0.080541
9487,14.536000,14.536000,0.080541
9488,14.536000,14.536000,0.080541
9489,14.536000,14.536000,0.080541
9490,14.536000,14.536000,0.080541
9491,14.536000,14.536000,0.080541
9492,14.536000,14.536000,0.080541
9493,14.536000,14.536000,0.080541
9494,14.536000,14.536000,0.080541
9495,14.536000,14.536000,0.080541
9496,14.536000,14.536000,0.080541
9497,14.536000,14.536000,0.080541
9498,14.536000,14.536000,0.080541
9499,14.536000,14.536000,0.080541
9500,14.536000,14.536000,0.080541
9501,14.536000,14.536000,0.076514
9502,14.536000,14.536000,0.076514
9503,14.536000,14.536000,0.076514
9504,14.536000,14.536000,0.076514
9505,14.536000,14.536000,0.076514
9506,14.536000,14.536000,0.076514
9507,14.536000,14.536000,0.076514
9508,14.536000,14.536000,0.076514
9509,14.536000,14.536000,0.076514
9510,14.536000,14.536000,0.076514
9511,14.536000,14.536000,0.076514
9512,14.536000,14.536000,0.076514
9513,14.536000,14.536000,0.076514
9514,14.536000,14.536000,0.076514
9515,14.536000,14.536000,0.076514
9516,14.536000,14.536000,0.076514
9517,14.536000,14.536000,0.076514
9518,14.536000,14.536000,0.076514
9519,14.536000,14.536000,0.076514
9520,14.536000,14.536000,0.076514
9521,14.536000,14.536000,0.076514
9522,14.536000,14.536000,0.076514
9523,14.536000,14.536000,0.076514
9524,14.536000,14.536000,0.076514
9525,14.536000,14.536000,0.076514
9526,14.536000,14.536000,0.076514
9527,14.536000,14.536000,0.076514
9528,14.536000,14.536000,0.076514
9529,14.536000,14.536000,0.076514
9530,14.536000,14.536000,0.076514
9531,14.536000,14.536000,0.076514
9532,14.536000,14.536000,0.076514
9533,14.536000,14.536000,0.076514
9534,14.536000,14.536000,0.076514
9535,14.536000,14.536000,0.076514
9536,14.536000,14.536000,0.076514
9537,14.536000,14.536000,0.076514
9538,14.536000,14.536000,0.076514
9539,14.536000,14.536000,0.076514
9540,14.536000,14.536000,0.076514
9541,14.536000,14.536000,0.076514
9542,14.536000,14.536000,0.076514
9543,14.536000,14.536000,0.076514
9544,14.536000,14.536000,0.076514
9545,14.536000,14.536000,0.076514
9546,14.536000,14.536000,0.076514
9547,14.536000,14.536000,0.076514
9548,14.536000,14.536000,0.076514
9549,14.536000,14.536000,0.076514
9550,14.536000,14.536000,0.076514
9551,14.536000,14.536000,0.076514
9552,14.536000,14.536000,0.076514
9553,14.536000,14.536000,0.076514
9554,14.536000,14.536000,0.076514
9555,14.536000,14.536000,0.076514
9556,14.536000,14.536000,0.076514
9557,14.536000,14.536000,0.076514
9558,14.536000,14.536000,0.076514
9559,14.536000,14.536000,0.076514
9560,14.536000,14.536000,0.076514
9561,14.536000,14.536000,0.076514
9562,14.536000,14.536000,0.076514
9563,14.536000,14.536000,0.076514
9564,14.536000,14.536000,0.076514
9565,14.536000,14.536000,0.076514
9566,14.536000,14.536000,0.076514
9567,14.536000,14.536000,0.076514
9568,14.536000,14.536000,0.076514
9569,14.536000,14.536000,0.076514
9570,14.536000,14.536000,0.076514
9571,14.536000,14.536000,0.076514
9572,14.536000,14.536000,0.076514
9573,14.536000,14.536000,0.076514
9574,14.536000,14.536000,0.076514
9575,14.536000,14.536000,0.076514
9576,14.536000,14.536000,0.076514
9577,14.536000,14.536000,0.076514
9578,14.536000,14.536000,0.076514
9579,14.536000,14.536000,0.076514
9580,14.536000,14.536000,0.076514
9581,14.536000,14.536000,0.076514
9582,14.536000,14.536000,0.076514
9583,14.536000,14.536000,0.076514
9584,14.536000,14.536000,0.076514
9585,14.536000,14.536000,0.076514
9586,14.536000,14.536000,0.076514
9587,14.536000,14.536000,0.076514
9588,14.536000,14.536000,0.076514
9589,14.536000,14.536000,0.076514
9590,14.536000,14.536000,0.076514
9591,14.536000,14.536000,0.076514
9592,14.536000,14.536000,0.076514
9593,14.536000,14.536000,0.076514
9594,14.536000,14.536000,0.076514
9595,14.536000,14.536000,0.076514
9596,14.536000,14.536000,0.076514
9597,14.536000,14.536000,0.076514
9598,14.536000,14.536000,0.076514
9599,14.536000,14.536000,0.076514
9600,14.536000,14.536000,0.076514
9601,14.536000,14.536000,0.072689
9602,14.536000,14.536000,0.072689
9603,14.536000,14.536000,0.072689
9604,14.536000,14.536000,0.072689
9605,14.536000,14.536000,0.072689
9606,14.536000,14.536000,0.072689
9607,14.536000,14.536000,0.072689
9608,14.536000,14.536000,0.072689
9609,14.536000,14.536000,0.072689
9610,14.536000,14.536000,0.072689
9611,14.536000,14.536000,0.072689
9612,14.536000,14.536000,0.072689
9613,14.536000,14.536000,0.072689
9614,14.536000,14.536000,0.072689
9615,14.536000,14.536000,0.072689
9616,14.536000,14.536000,0.072689
9617,14.536000,14.536000,0.072689
9618,14.536000,14.536000,0.072689
9619,14.536000,14.536000,0.072689
9620,14.536000,14.536000,0.072689
9621,14.536000,14.536000,0.072689
9622,14.536000,14.536000,0.072689
9623,14.536000,14.536000,0.072689
9624,14.536000,14.536000,0.072689
9625,14.536000,14.536000,0.072689
9626,14.536000,14.536000,0.072689
9627,14.536000,14.536000,0.072689
9628,14.536000,14.536000,0.072689
9629,14.536000,14.536000,0.072689
9630,14.536000,14.536000,0.072689
9631,14.536000,14.536000,0.072689
9632,14.536000,14.536000,0.072689
9633,14.536000,14.536000,0.072689
9634,14.536000,14.536000,0.072689
9635,14.536000,14.536000,0.072689
9636,14.536000,14.536000,0.072689
9637,14.536000,14.536000,0.072689
9638,14.536000,14.536000,0.072689
9639,14.536000,14.536000,0.072689
9640,14.536000,14.536000,0.072689
9641,14.536000,14.536000,0.072689
9642,14.536000,14.536000,0.072689
9643,14.536000,14.536000,0.072689
9644,14.536000,14.536000,0.072689
9645,14.536000,14.536000,0.072689
9646,14.536000,14.536000,0.072689
9647,14.536000,14.536000,0.072689
9648,14.536000,14.536000,0.072689
9649,14.536000,14.536000,0.072689
9650,14.536000,14.536000,0.072689
9651,14.536000,14.536000,0.072689
9652,14.536000,14.536000,0.072689
9653,14.536000,14.536000,0.072689
9654,14.536000,14.536000,0.072689
9655,14.536000,14.536000,0.072689
9656,14.536000,14.536000,0.072689
9657,14.536000,14.536000,0.072689
9658,14.536000,14.536000,0.072689
9659,14.536000,14.536000,0.072689
9660,14.536000,14.536000,0.072689
9661,14.536000,14.536000,0.072689
9662,14.536000,14.536000,0.072689
9663,14.536000,14.536000,0.072689
9664,14.536000,14.536000,0.072689
9665,14.536000,14.536000,0.072689
9666,14.536000,14.536000,0.072689
9667,14.536000,14.536000,0.072689
9668,14.536000,14.536000,0.072689
9669,14.536000,14.536000,0.072689
9670,14.536000,14.536000,0.072689
9671,14.536000,14.536000,0.072689
9672,14.536000,14.536000,0.072689
9673,14.536000,14.536000,0.072689
9674,14.536000,14.536000,0.072689
9675,14.536000,14.536000,0.072689
9676,14.536000,14.536000,0.072689
9677,14.536000,14.536000,0.072689
9678,14.536000,14.536000,0.072689
9679,14.536000,14.536000,0.072689
9680,14.536000,14.536000,0.072689
9681,14.536000,14.536000,0.072689
9682,14.536000,14.536000,0.072689
9683,14.536000,14.536000,0.072689
9684,14.536000,14.536000,0.072689
9685,14.536000,14.536000,0.072689
9686,14.536000,14.536000,0.072689
9687,14.536000,14.536000,0.072689
9688,14.536000,14.536000,0.072689
9689,14.536000,14.536000,0.072689
9690,14.536000,14.536000,0.072689
9691,14.536000,14.536000,0.072689
9692,14.536000,14.536000,0.072689
9693,14.536000,14.536000,0.072689
9694,14.536000,14.536000,0.072689
9695,14.536000,14.536000,0.072689
9696,14.536000,14.536000,0.072689
9697,14.536000,14.536000,0.072689
9698,14.536000,14.536000,0.072689
9699,14.536000,14.536000,0.072689
9700,14.536000,14.536000,0.072689
9701,14.536000,14.536000,0.069054
9702,14.536000,14.536000,0.069054
9703,14.536000,14.536000,0.069054
9704,14.536000,14.536000,0.069054
9705,14.536000,14.536000,0.069054
9706,14.536000,14.536000,0.069054
9707,14.536000,14.536000,0.069054
9708,14.536000,14.536000,0.069054
9709,14.536000,14.536000,0.069054
9710,14.536000,14.536000,0.069054
9711,14.536000,14.536000,0.069054
9712,14.536000,14.536000,0.069054
9713,14.536000,14.536000,0.069054
9714,14.536000,14.536000,0.069054
9715,14.536000,14.536000,0.069054
9716,14.536000,14.536000,0.069054
9717,14.536000,14.536000,0.069054
9718,14.536000,14.536000,0.069054
9719,14.536000,14.536000,0.069054
9720,14.536000,14.536000,0.069054
9721,14.536000,14.536000,0.069054
9722,14.536000,14.536000,0.069054
9723,14.536000,14.536000,0.069054
9724,14.536000,14.536000,0.069054
9725,14.536000,14.536000,0.069054
9726,14.536000,14.536000,0.069054
9727,14.536000,14.536000,0.069054
9728,14.536000,14.536000,0.069054
9729,14.536000,14.536000,0.069054
9730,14.536000,14.536000,0.069054
9731,14.536000,14.536000,0.069054
9732,14.536000,14.536000,0.069054
9733,14.536000,14.536000,0.069054
9734,14.536000,14.536000,0.069054
9735,14.536000,14.536000,0.069054
9736,14.536000,14.536000,0.069054
9737,14.536000,14.536000,0.069054
9738,14.536000,14.536000,0.069054
9739,14.536000,14.536000,0.069054
9740,14.536000,14.536000,0.069054
9741,14.536000,14.536000,0.069054
9742,14.536000,14.536000,0.069054
9743,14.536000,14.536000,0.069054
9744,14.536000,14.536000,0.069054
9745,14.536000,14.536000,0.069054
9746,14.536000,14.536000,0.069054
9747,14.536000,14.536000,0.069054
9748,14.536000,14.536000,0.069054
9749,14.536000,14.536000,0.069054
9750,14.536000,14.536000,0.069054
9751,14.536000,14.536000,0.069054
9752,14.536000,14.536000,0.069054
9753,14.536000,14.536000,0.069054
9754,14.536000,14.536000,0.069054
9755,14.536000,14.536000,0.069054
9756,14.536000,14.536000,0.069054
9757,14.536000,14.536000,0.069054
9758,14.536000,14.536000,0.069054
9759,14.536000,14.536000,0.069054
9760,14.536000,14.536000,0.069054
9761,14.536000,14.536000,0.069054
9762,14.536000,14.536000,0.069054
9763,14.536000,14.536000,0.069054
9764,14.536000,14.536000,0.069054
9765,14.536000,14.536000,0.069054
9766,14.536000,14.536000,0.069054
9767,14.536000,14.536000,0.069054
9768,14.536000,14.536000,0.069054
9769,14.536000,14.536000,0.069054
9770,14.536000,14.536000,0.069054
9771,14.536000,14.536000,0.069054
9772,14.536000,14.536000,0.069054
9773,14.536000,14.536000,0.069054
9774,14.536000,14.536000,0.069054
9775,14.536000,14.536000,0.069054
9776,14.536000,14.536000,0.069054
9777,14.536000,14.536000,0.069054
9778,14.536000,14.536000,0.069054
9779,14.536000,14.536000,0.069054
9780,14.536000,14.536000,0.069054
9781,14.536000,14.536000,0.069054
9782,14.536000,14.536000,0.069054
9783,14.536000,14.536000,0.069054
9784,14.536000,14.536000,0.069054
9785,14.536000,14.536000,0.069054
9786,14.536000,14.536000,0.069054
9787,14.536000,14.536000,0.069054
9788,14.536000,14.536000,0.069054
9789,14.536000,14.536000,0.069054
9790,14.536000,14.536000,0.069054
9791,14.536000,14.536000,0.069054
9792,14.536000,14.536000,0.069054
9793,14.536000,14.536000,0.069054
9794,14.536000,14.536000,0.069054
9795,14.536000,14.536000,0.069054
9796,14.536000,14.536000,0.069054
9797,14.536000,14.536000,0.069054
9798,14.536000,14.536000,0.069054
9799,14.536000,14.536000,0.069054
9800,14.536000,14.536000,0.069054
9801,14.536000,14.536000,0.065601
9802,14.536000,14.536000,0.065601
9803,14.536000,14.536000,0.065601
9804,14.536000,14.536000,0.065601
9805,14.536000,14.536000,0.065601
9806,14.536000,14.536000,0.065601
9807,14.536000,14.536000,0.065601
9808,14.536000,14.536000,0.065601
9809,14.536000,14.536000,0.065601
9810,14.536000,14.536000,0.065601
9811,14.536000,14.536000,0.065601
9812,14.536000,14.536000,0.065601
9813,14.536000,14.536000,0.065601
9814,14.536000,14.536000,0.065601
9815,14.536000,14.536000,0.065601
9816,14.536000,14.536000,0.065601
9817,14.536000,14.536000,0.065601
9818,14.536000,14.536000,0.065601
9819,14.536000,14.536000,0.065601
9820,14.536000,14.536000,0.065601
9821,14.536000,14.536000,0.065601
9822,14.536000,14.536000,0.065601
9823,14.536000,14.536000,0.065601
9824,14.536000,14.536000,0.065601
9825,14.536000,14.536000,0.065601
9826,14.536000,14.536000,0.065601
9827,14.536000,14.536000,0.065601
9828,14.536000,14.536000,0.065601
9829,14.536000,14.536000,0.065601
9830,14.536000,14.536000,0.065601
9831,14.536000,14.536000,0.065601
9832,14.536000,14.536000,0.065601
9833,14.536000,14.536000,0.065601
9834,14.536000,14.536000,0.065601
9835,14.536000,14.536000,0.065601
9836,14.536000,14.536000,0.065601
9837,14.536000,14.536000,0.065601
9838,14.536000,14.536000,0.065601
9839,14.536000,14.536000,0.065601
9840,14.536000,14.536000,0.065601
9841,14.536000,14.536000,0.065601
9842,14.536000,14.536000,0.065601
9843,14.536000,14.536000,0.065601
9844,14.536000,14.536000,0.065601
9845,14.536000,14.536000,0.065601
9846,14.536000,14.536000,0.065601
9847,14.536000,14.536000,0.065601
9848,14.536000,14.536000,0.065601
9849,14.536000,14.536000,0.065601
9850,14.536000,14.536000,0.065601
9851,14.536000,14.536000,0.065601
9852,14.536000,14.536000,0.065601
9853,14.536000,14.536000,0.065601
9854,14.536000,14.536000,0.065601
9855,14.536000,14.536000,0.065601
9856,14.536000,14.536000,0.065601
9857,14.536000,14.536000,0.065601
9858,14.536000,14.536000,0.065601
9859,14.536000,14.536000,0.065601
9860,14.536000,14.536000,0.065601
9861,14.536000,14.536000,0.065601
9862,14.536000,14.536000,0.065601
9863,14.536000,14.536000,0.065601
9864,14.536000,14.536000,0.065601
9865,14.536000,14.536000,0.065601
9866,14.536000,14.536000,0.065601
9867,14.536000,14.536000,0.065601
9868,14.536000,14.536000,0.065601
9869,14.536000,14.536000,0.065601
9870,14.536000,14.536000,0.065601
9871,14.536000,14.536000,0.065601
9872,14.536000,14.536000,0.065601
9873,14.536000,14.536000,0.065601
9874,14.536000,14.536000,0.065601
9875,14.536000,14.536000,0.065601
9876,14.536000,14.536000,0.065601
9877,14.536000,14.536000,0.065601
9878,14.536000,14.536000,0.065601
9879,14.536000,14.536000,0.065601
9880,14.536000,14.536000,0.065601
9881,14.536000,14.536000,0.065601
9882,14.536000,14.536000,0.065601
9883,14.536000,14.536000,0.065601
9884,14.536000,14.536000,0.065601
9885,14.536000,14.536000,0.065601
9886,14.536000,14.536000,0.065601
9887,14.536000,14.536000,0.065601
9888,14.536000,14.536000,0.065601
9889,14.536000,14.536000,0.065601
9890,14.536000,14.536000,0.065601
9891,14.536000,14.536000,0.065601
9892,14.536000,14.536000,0.065601
9893,14.536000,14.536000,0.065601
9894,14.536000,14.536000,0.065601
9895,14.536000,14.536000,0.065601
9896,14.536000,14.536000,0.065601
9897,14.536000,14.536000,0.065601
9898,14.536000,14.536000,0.065601
9899,14.536000,14.536000,0.065601
9900,14.536000,14.536000,0.065601
9901,14.536000,14.536000,0.062321
9902,14.536000,14.536000,0.062321
9903,14.536000,14.536000,0.062321
9904,14.536000,14.536000,0.062321
9905,14.536000,14.536000,0.062321
9906,14.536000,14.536000,0.062321
9907,14.536000,14.536000,0.062321
9908,14.536000,14.536000,0.062321
9909,14.536000,14.536000,0.062321
9910,14.536000,14.536000,0.062321
9911,14.536000,14.536000,0.062321
9912,14.536000,14.536000,0.062321
9913,14.536000,14.536000,0.062321
9914,14.536000,14.536000,0.062321
9915,14.536000,14.536000,0.062321
9916,14.536000,14.536000,0.062321
9917,14.536000,14.536000,0.062321
9918,14.536000,14.536000,0.062321
9919,14.536000,14.536000,0.062321
9920,14.536000,14.536000,0.062321
9921,14.536000,14.536000,0.062321
9922,14.536000,14.536000,0.062321
9923,14.536000,14.536000,0.062321
9924,14.536000,14.536000,0.062321
9925,14.536000,14.536000,0.062321
9926,14.536000,14.536000,0.062321
9927,14.536000,14.536000,0.062321
9928,14.536000,14.536000,0.062321
9929,14.536000,14.536000,0.062321
9930,14.536000,14.536000,0.062321
9931,14.536000,14.536000,0.062321
9932,14.536000,14.536000,0.062321
9933,14.536000,14.536000,0.062321
9934,14.536000,14.536000,0.062321
9935,14.536000,14.536000,0.062321
9936,14.536000,14.536000,0.062321
9937,14.536000,14.536000,0.062321
9938,14.536000,14.536000,0.062321
9939,14.536000,14.536000,0.062321
9940,14.536000,14.536000,0.062321
9941,14.536000,14.536000,0.062321
9942,14.536000,14.536000,0.062321
9943,14.536000,14.536000,0.062321
9944,14.536000,14.536000,0.062321
9945,14.536000,14.536000,0.062321
9946,14.536000,14.536000,0.062321
9947,14.536000,14.536000,0.062321
9948,14.536000,14.536000,0.062321
9949,14.536000,14.536000,0.062321
9950,14.536000,14.536000,0.062321
9951,14.536000,14.536000,0.062321
